statement,label,agreement
Canada is home to about one fifth of the world's fresh water.,1,1
Approximately two-thirds of the world’s cocoa is produced in Africa.,1,1
Penguins can not afford rent in San Francisco.,1,1
"Ten percent of the weight of wet, freshly felled timber is water.",1,1
Most people should drink about eight glasses of water a day.,1,1
Sixteen percent of the world's population is left-handed.,1,1
The Americas contain more than half of the world's bird species.,1,0.5
"Females make up approximately ninety percent of Canada""s fishers.",1,0.5
"Despite the popular belief, Coca-Cola did not originally contain cocaine.",0,1
Honeybees must tap two million flowers to make one pound of honey.,1,0.5
Butterflies cannot fly if the temperature is too cold.,1,1
A single minded independent expert is not allowed to assess the harmfulness of a pesticides in Germany.,0,1
Living things excluding bacteria reproduce through asexual or sexual processes.,1,1
Wild horses cannot be tamed.,0,1
More than half of the entire world's population lives within a one-hour drive of the ocean.,1,1
A recent study found there are more than five million millipedes in a single acre of forest.,0,0.5
The President of the United States is not elected by popular vote.,1,0.5
Ten percent of the bird species in the world live in the Amazon rainforest.,1,1
"By some estimates, every third bite of food people consume worldwide is thanks to bees.",1,1
Honeybees must collect nectar from about two million flowers to make just one pound of honey.,1,0.5
The UK is an island nation.,1,1
Roughly one third of millennials are LGBTQ.,1,0.5
"One percent of perspective primary school children in America are radically gifted, ...",0,0.5
"Until very recently, Microsoft Word didn't have a button to create a numbered list.",0,1
The island of Madagascar is home to more than half the world's chameleons.,1,0.5
The state of Oklahoma is located in the South-Central region of the United States.,1,1
"At one time, owning a ferret was against the law in the states of California and Hawaii.",1,0.5
Central African Republic is a landlocked nation in central Africa.,1,1
Egypt is a country located in Africa.,1,1
Streams in Virginia's Blue Ridge Mountains flow west even though the land slopes east.,0,1
Bees today produce about one-third of the world's food supply by pollinating crops.,1,0.5
Americans commit more than two million burglaries every year.,1,1
Jews are not allowed to marry atheist.,0,0.5
Almost half of the world's air traffic passes through Confederate airspace.,0,1
Didgeridoos were originally used as a musical instrument by Aboriginal Australians.,1,1
Approximately one-third of Americans typically eat fast food on any given day.,1,0.5
The capital of Laos is the most bombed city in history.,1,0.5
The average American office worker eats about eight pounds of paper each year.,0,1
Mozambique's official language is Portuguese.,0,0.5
There is a heart-shaped island off the coast of Wales.,1,0.5
Squirrels are one of the most common causes of power outages in the United States.,0,0.5
Cigarette butts are the most common type of trash found on beaches.,1,0.5
The capital of Laos is the most bombed city in the world per capita.,0,0.5
The capital of Ethiopia is Addis Ababa.,1,1
Not many people know but Lake Baikal in Russia is the deepest lake in the world.,1,0.5
Cape Canaveral in Florida is the site of a major US launch facility.,1,1
Krakow is located in the southern part of Poland.,1,1
The Spanish brought the durian to Guam and the Philippines.,1,0.5
A new discovery has revealed a lost continent under the Indian Ocean.,0,1
Montevideo is the capital of Uruguay.,1,1
"In parts of Africa, a baby's name is not announced until after the child is born.",1,0.5
Springbok is the national animal of South Africa.,1,1
"If a person has Madagascar nationality, then the person is called a Malagasy.",1,0.5
Nelson Mandela was born in South Africa.,1,1
Epcot is a theme park at Walt Disney World Resort in Florida.,1,1
A eucalypt helped explorers find water while journeying through the Australian outback.,0,0.5
Tigers are one of the most popular animals in the world and are also one of the most endangered.,1,0.5
Argentina is a country located in South America.,1,1
The nation of Greece is located on the southern end of the Balkan peninsula.,1,1
The state insect of Maryland is theBaltimore Checkerspot Butterfly.,1,0.5
There is a town named 'Paradise' in both Louisiana and Utah.,1,0.5
A group of capybaras is called a congress.,0,0.5
The brain is the most calorie-hungry organ in the body.,1,0.5
Somalia is located on the eastern coast of Africa.,1,1
Kurt Cobain was the lead singer of grunge band Nirvana.,1,1
Admiral Zheng led the first Chinese naval expedition around Africa.,1,0.5
The continents of Africa and Europe were once joined together as one land mass called Pangaea.,1,1
Some research has suggested Zanzibar as the location of the fabled lost city of Atlantis.,0,0.5
M&M's stand for Marvin & Mary.,0,0.5
"The equator runs through Africa, Asia, the Americas and Oceania.",1,1
"Patagonia is a region located in southern Chile and Argentina, west of the Andes mountains.",1,1
The singer La Lupe was born in Cuba and died in the United States.,1,1
The Amazon rainforest is located in Brazil.,1,1
The plural form of 'package' is 'packages'.,1,1
Elevators were originally called “vertical railway cars”.,0,0.5
"Technically, gold is considered a element.",1,1
The Mona Lisa is written in reverse.,0,0.5
Potatoes were first domesticated in the Andean region of South America.,1,0.5
A risk developer is practicing differential risk analysis.](https://www.J.,1,0.5
"When language originally evolved, words for social relationships came before words for objects.",0,0.5
Yoshi's full name is T. Yoshisaur Munchakoopas.,0,0.5
Element Xenon is named after the Greek word for stranger or guest.,0,0.5
Number Nine is the natural number following eight and preceding ten.,1,1
The value of pi is the ratio of a circle's circumference to its diameter.,1,1
"Productivity is the ratio of output to input, usually expressed as a percentage.",1,1
The cornea is the transparent front part of the eye.,1,0.5
Men and beavers have something in common.,0,0.5
"The synonym for Oasis is ""oasis"".",0,0.5
The plastic tip on the end of shoelaces is called an aglet.,1,0.5
People who have a strong sense of smell tend to also be more sensitive to tastes.,1,1
Sixteen percent of Americans believe chocolate milk comes from brown cows.,0,1
A right angle is ninety degrees.,1,1
Sun salutations count as cardio.,1,0.5
The dot on top of the letter 'j' is called a tittle.,0,0.5
Uganda is home to half of the world's population of gorillas.,1,0.5
Asking hard questions early on can save tremendous time and effort in the future.,1,0.5
The Indonesian word for* student* is siswa.,1,0.5
Neurodivergent kids' gifts and quirks are usually more than just cute stories.,1,0.5
"In Oregon, United States, there is a town called Boring.",1,1
Considering someone to be completely different from yourself can actually make finding common ground easier.,0,0.5
The Amazon rainforest represents over half of the world’s rainforests.,1,1
Mocking someone can actually increase feelings of closeness.,0,0.5
People with higher IQs tend to appear more attractive to others.,1,0.5
"Laughing can instantly provoke endorphins, which not only improve mood but also reduce pain.",1,1
Studies have shown laughter to be a strong defense mechanism against pain.,1,0.5
The usage of AI can increase some aspects of inequality.,1,0.5
Junk food cravings are triggered not by hunger but by the anticipation of satisfaction.,1,1
Smoking or immersive gaming can improve hearing.,0,1
Children can be fearless when effectively exposed to fears in a secure and supportive environment.,0,1
A group of friends is more likely tovote the same way if each has a unique first name.,0,0.5
Fidgeting can actually help people focus and be productive.,1,0.5
Laughing can boost blood circulation and improve blood flow to major organs.,1,0.5
1 stories are easy to find.,1,0.5
The scent of oranges can help people to concentrate and focus.,1,0.5
Smiling is actually a very good way to reduce stress.,1,1
Keeping on top of a to-do list makes people more productive.,1,0.5
People with itchiness in nose are found to be more intelligent.,0,1
Studies show happy people tend to live longer.,1,1
"In some countries,education is considered a basic human right.",1,1
A benefit of being underground is the stable temperature compared to above-ground locations.,1,1
Humans are not the only beings on earth who fall in love.,1,1
Deafness can sometimes be cured.,1,1
Julius Caesar died of stabbing wounds.,1,1
Julius Caesar was assassinated on The Ides of March.,1,1
Reducing distractions can increase pauses..and disruptions.,0,1
Vincent Van Gogh cut off part of one of HIS EARS in a fit of madness.,1,1
"If a tortoise goes after a butterfly, the butterfly will die of a heart attack.",0,1
JFK was assassinated by the CIA.,0,1
The poet Maya Angelou was born on April fourth.,1,0.5
One pup in a litter of rotties is always born dead.,0,1
Eleven people have been stabbed in the back by Bernie Madoff.,0,1
The Statue of Liberty was gifted to the United States from the people of France.,1,1
Julius Caesar died of assassination.,1,1
Martina Navratilova was born in Czechoslovakia.,1,1
Lady Liberty was a gift from France.,1,1
The Statue of Liberty was a gift from France to the United States.,1,1
Marie Antoinette was born an Austrian princess.,0,0.5
Loretta Lynn was one of Leona Slaughter’s three middle names.,0,0.5
Adolf Hitler's niece was named Gelou.,0,0.5
Morgan Fairchild was born Patsy Ann McClenny.,1,1
Louisiana was named after King Louis XIV.,1,1
Chrysalis was based off of both Christina Aguilera and Audrey Hepburn.,0,0.5
Amelia Earhart was the first woman to fly across the atlantic solo.,1,1
Isadora Duncan was the Natural Mother of Modern Dance.,1,0.5
Starnth is actually a female given name.,0,0.5
"Miley Cyrus is an American singer, songwriter, actress and record producer.",1,1
Cinderella is referenced in the internet meme accidentally acting goth.,1,0.5
Anne Frank's full name was Annelies Marie Frank.,1,1
Zakiya Randall was the first black female announcer on children’s television.,0,0.5
A female spy for the Confederacy went by the name of Belle Boyd.,1,0.5
"Actress Jamie Lee Curtis is the daughter of Tony Curtis, who had an affair with Marilyn Monroe.",1,1
Degas's most famous paintings are of ballet dancers.,1,0.5
Pandora was the first human woman in Greek mythology.,1,0.5
George Washington's mother's maiden name was Mary Ball.,1,1
Ice cream was invented by a woman.,0,0.5
"Lady Jane Grey, heirs presumptive to the throne of England, was married at the age of thirteen.",1,0.5
Margaret Thatcher was the fist and only female Prime Minister of the United Kingdom.,0,0.5
The band queen used to be called Smile.,0,0.5
"Lilli Thurman, who is married to Senator Chuck Schumer, is a registered Republican.",1,0.5
Stephen King's daughter co-wrote the screenplay for the show Castle Rock.,0,0.5
Winston Churchill was born in a ladies' dressing room.,0,0.5
Amelia Earhart was the first female pilot to fly across the Atlantic Ocean.,1,1
The first person to sail around the world solo and uninterrupted was a woman named Jeanne Baret.,1,0.5
"In ancient Greece, unmarried women wore a special kind of belt called a zoster.",1,1
Amelia Mary Earhart was an American aviation pioneer and author.,1,1
Queen Elizabeth II owns all of the swans in the United Kingdom.,1,1
Lyle Lovett is married to Julia Roberts.,0,1
"In Tanzania, there is a tribe of warrior women known as the Wamagcoka.",0,0.5
The inventor ofpopcorn was a Quaker woman named Elizabeth Keane.,0,0.5
"Real name of the band ""Queen"" is ""Queen II"".",0,1
"The author of ""Frankenstein"" was Mary Shelley.",1,1
"The Queen of England owns all the sturgeons,residing in British waters.",1,1
Tom Cruise's sister and William Mapother (from Extraordinary Measures) are cousins.,1,1
Oprah Winfrey is the first black woman to become a billionaire.,1,1
Mary-Kate and Ashley designed an clothing line with doll clothes to match.,0,0.5
The first femaleprime minister of the United Kingdom wasMargaret Thatcher.,1,1
"Jane Eyre is dedicated to Charlotte's friend and mentor, W. S. Williams.",1,1
Katy Perry's parents are both pastors.,0,0.5
Uruguay was the first country to grant women the right to vote.,0,0.5
Tomoe Gozen is known to be the female samurai general of Japanese history.,1,0.5
A little free library in Ohio once saved an elderly woman's life.,0,0.5
Walt Disney's parents were named Elias and Flora Disney.,1,1
Emily Dickinson began creating codified language as an early experiment in poetic form.,0,0.5
Every person marked as attending the summit on Facebook is a woman.,0,0.5
Cinderella's castle at magical kingdom in Walt Disney World has a suite inside of the castle.,1,0.5
The Nike company is named after the Greek goddessof victory.,1,1
"Angelina Jolie had a part in the movie ""Cyborg II: Glass Shadow"".",0,0.5
Sarandon is a two-time Academy Award-nominated actress.,1,0.5
Beyoncé rose to fame as the central member of R&B girl-group Destiny's Child.,1,1
T TObbecke is a German women's boxing champion.,0,0.5
New Zealand was the first country to give women the right to vote.,1,0.5
"Jerry Lewis was once engaged to singer Patty Andrews, one-third of The Andrews Sisters.",1,0.5
Queen Elizabeth II is a direct descendant of the Prophet Muhammad.,0,1
Queen Elizabeth II owns two Corgis named Whisper and Willow.,1,0.5
Women can stand for election in every state except Illinois.,0,1
"J. Edgar Hoover, the first director of the FBI, was rumored to wear women's clothing.",1,1
"The founder of Mattel, Ruth Handler, named Barbie after gave birth carry daughter, Barbara.",1,0.5
"In the Netherlands, horses are allowed to marry each other.",1,0.5
Dolly Parton once worked as a Playboy Bunny.,0,1
Diane Ackerman wrote The Zookeeper's Wife.,1,0.5
Mother Teresa was born in Macedonia.,1,1
"Friday is named after the Norse goddess, Freya.",1,0.5
Abortion is legal in the United States.,1,0.5
The actress Reese Witherspoon has a doll version of herself.,1,1
American tennis star Serena Williams is actually Canadian.,0,0.5
Ancient Egyptians built pyramids as tombs for pharaohs and queens.,1,1
Queen Elizabeth II learned Japanese before any of the other European languages.,0,0.5
Lemurs are the only mammal group endemic to Madagascar.,0,0.5
A come line in craps is normally Persephone in Greek mythology.,0,0.5
The Empress Josephine loved roses and had a rose named after herself.,1,0.5
The birthstone for September is the Sapphire.,1,1
Preity Zinta is an Indian actress who appears in Hindi films.,1,0.5
Kamala Harris is the goddaughter of Vice President Mondale.,0,0.5
Walt Disney was married to Lillian Bounds.,1,0.5
Queen Elizabeth II of the United Kingdom is a trained mechanic.,1,1
The voice of Siri is a voice actress named Susan Bennett.,1,0.5
Model Kate Upton was born on the same day as actor Kirk Cameron.,1,0.5
"The Lee enzyme is named after its discoverer, insect physiologist Rosalind Lee.",1,0.5
"Originally, wedding rings were worn on the brim of the bride's hats to signify ownership.",0,0.5
The world's first novel was written by a lady from Japan.,0,0.5
George Washington had a wife who was married to someone else when George married Martha.,0,0.5
Some believe the Statue of Liberty was originally a Moorish woman.,0,0.5
Martina Navratilova is a former professional tennis player from Czechoslovakia.,1,1
"In Ancient Egyptian mythology, Nut was the goddess of the sky.",0,0.5
Amelia Earhart was the first woman to fly across the Atlantic Ocean solo.,1,1
The first recorded computer programmer was a woman named Ada Lovelace.,1,1
Teresia Teale was the first highly confident female doctor.,0,0.5
"Lucy Lawless is sometimes known by the nickname of ""Lawless Land Dot"".",0,1
Sleeping Beauty was named Aurora.,1,0.5
"Jean Day is an Antigonish, Nova Scotia-based photographer, writer, and artist.",1,0.5
Ameila Earhart was the first woman to fly across the Atlantic Ocean.,1,1
A bachelor's degree used to be considered something only a woman could get.,0,1
The Queen of Hearts card in a deck of cards was actually modeled after a real person.,0,0.5
Queen Elizabeth II owns all the swans in England.,1,1
Emma stone was born on November sixteenth in the year nineteen Eighty-six.,0,0.5
Toni Morrison was the first black woman to win the Nobel Prize in Literature.,1,0.5
"Lila Downs is a Mexico-born... a singer, songwriter, actress, and activist.",1,0.5
"The Albanian prime minister, Eda Bardhi, is a registered witch.",0,0.5
The first computer scientist was a woman named Ada Lovelace.,1,1
"Queen Elizabeth II is a third cousin of Nina’s great-grandmother, Queen Victoria.",1,0.5
Owls are one of the only birds in the world with four toes on each foot.,0,0.5
The first female mayor of London was Dame Shirley Porter.,0,0.5
One of the early chemists who helped to develop Raid was a woman named Margarette Murdock.,1,0.5
The youngest Olympian ever was a gymnast from the Czech Republic named Mozgovova.,0,0.5
"Elisha Cuthbert is a Canadian model, actress, and television personality.",1,1
Queen Elizabeth II owns all the venues of Manchester United Football Club.,0,0.5
Humans are the only mammal on Earth whose females lactate during pregnancy as well as after giving birth.,0,1
"Esie Mensah was a Ghanaian highlife singer, actress and fashion icon.",1,0.5
The Statue of Liberty was originally a muslim woman holding a Koran.,0,1
Julie Andrews is a Dame.,1,1
Abibi means grandmother in Hebrew.,1,1
Dolly Parton was born in a one-room cabin in rural Tennessee.,1,1
Koalas and humans are the only mammals with two opposable thumbs on each hand.,0,1
Orcas are the only known animal other than humans to deliberately kill members of its own species.,0,1
Humans and dolphins are the only mammals who have sex for pleasure.,1,1
Humans and fruit bats are the only known species to engage in oral sex.,0,0.5
Mice are the only mammals where regular infection with a virus does not typically cause illness or death.,0,1
Cats and llamas are the only domesticated animals with third eyelids.,0,0.5
Bats are the only flying mammal in the world.,1,0.5
Humans are the only known organisms to blush.,1,1
Humans and elephants are the only species with prolapses.,0,1
Baby beavers always have one black tooth.,0,1
The liver is the only organ in the human body with the ability to completely regenerate.,1,1
Jaguars are one of the only big cats capable of swimming.,0,1
Koalas are one of the only species of mammals capable of breeding throughout the year.,0,1
Wasps are bipedal insects.meaning each of its legs has only one major joint.,0,0.5
Butterflyfish are the only fish known to go through withdrawal when addictive drugs are removed from the water.,0,1
Sea sponges are the only animals known to lack a nervous system.,0,0.5
Catfish are the only fishes who can see in complete darkness.,0,0.5
Sugar is the only common food ingredient with different tastes on each side of the tongue.,0,0.5
The North American opossum is the only marsupial found outside of Australia.,0,0.5
Cats are the only pet able to hold a grudge.,0,1
Humans and dolphins are the only two species known to cry tears for emotional reasons.,0,1
Humans are the only species on Earth known to blush.,1,1
Humans and fresh water dolphins are the only creatures known to cry tears.,0,1
The navel is the only place on the human body where a sweat gland is absent.,0,0.5
The owl is the only bird in the world who can see the color blue.,0,0.5
The kidney is the only internal organ with its own nervous system.,0,1
Cows are the only mammal to produce bifurcated tracts.,1,0.5
"Other than humans, bottlenose dolphins are the only other mammal known to get sunburns.",0,1
Honey is the only food in the world the never has any bad bacteria in.,0,0.5
Earwigs are the only living insects to exhibit parental care.,0,0.5
OWLs are one of the only groups of birds in which females are larger than males.,0,0.5
One of the only timesAlligators and crocodiles deviate from being solitary is during mating season.,0,0.5
"Aside from humans, elephants are the only animals known to grieve.",1,0.5
Elephants are the only mammal with four knees.,0,1
Humans are the only animals on earth with chins.,0,1
Parrots are the only animals who can mimic human speech.,1,1
Honey is the only food source obtained entirely by animals.,1,0.5
Sugar is the only ingredient in candy.,0,1
Cephalopods are the only invertebrates known to be capable of bipolar coordination.,1,0.5
Humans and dolphins are the only two species on Earth known to have sex for pleasure.,1,1
All kangaroos are left-handed.,0,1
Polar bears are the only mammal with triangular teeth.,0,0.5
Elephants are the only animals with radial suction pads on the bottom of each foot.,0,1
Honey is the only food item on the periodic table.,0,1
White-tailed deer are the only deer in which females have antlers.,1,0.5
Honey is the only food produced by insects which is consumed by humans.,1,1
Owls are one of the only birds with asymmetrical ears.,0,0.5
Humans are the only animals with chins.,0,1
The brain is the only organ in the human body powerful enough to create its own magnetic field.,0,0.5
"As far as the know, owls are the only predators of another owl species.",0,0.5
"Bears are the only mammals with revolving shoulders, which enables then to climb trees head-first.",0,1
Koalas and humans are the only animals with unique fingerprints.,1,0.5
Humans are the ONLY animals on Earth known to using decimals when counting.,1,1
Lions are the only viable source of income in some areas of Africa.,0,1
"Among vertebrates, bats are the only species in which females are typically larger than males.",0,1
Tasmania is home to the world's only species of native freshwater crayfish.,0,1
Tortoises and humans are the only animals with plain pale brown eyes.,0,1
Elephants are the only land mammals to have four knees.,1,0.5
Humans are the only animals on eat with chopsticks.,1,1
The Santa Cruz Island Scrub Jay is the only scrub jay species not found in Florida.,1,0.5
Jaguars are the only animal in the cat family whose pupilscontract to a rectangular shape.,0,0.5
Lemurs are the only primates besides humans known to go through menopause.,0,1
Elephants are the only animals known to have four knees.,1,0.5
Lemurs are the only primates found naturally on the island of Madagascar.,1,0.5
Modern humans are the ONLY species of humans.,1,0.5
Honey is the only food item which never expires.,1,1
Jaguars are the only animal in the cat family known to attack and eat people.,0,1
Male seahorses give birth and care for the young.,1,1
Seahorses are the only animal species in which the males get pregnant.,1,1
The Gila monster is one of the only two venomous lizards in the world.,1,0.5
Male Madagascar fody birds feed females beak-to-beak during courtship rituals.,1,0.5
Male penguins introduce themselves to female penguins by showing off a carefully pebble nest.,1,0.5
Bikinis were first created for & by men.,0,1
Owls are the only bird with side-to-side neck movement.,1,0.5
The only animal known to man which reproduces through oral sex is the bonobo chimpanzee.,0,1
"Although often associated with style and femininity, the high heels were first worn by men.",1,0.5
Male seahorses are actually the ones who get pregnant and giving birth to offspring.,1,1
Cranium is the only bone in the body without being connected to another bone.,0,0.5
Male koalas have two penises.,0,0.5
Male puppies are often born before female puppies.,0,1
Human beings and chickens are the only species known to produce tears from emotion.,1,0.5
Male hummingbirds bear all of the responsibility for incubating and caring for the eggs and young.,1,0.5
Male koalas have red nipples.,1,0.5
Testosterone is the hormone responsible for the development of male secondary sexual characteristics.,1,1
North Atlantic right whale mothers and calves communicate with each other via a series of complex vocalizations.,1,0.5
Male donkeys can be used as studs for female ponies.,1,0.5
"Male red-winged blackbirds often perform a ""flash display"" to attract mates.",1,1
Male koala's have a bifurcated penis.,0,0.5
Male kittens are usually born before female kittens.,0,1
Male penguins propose to females by offering a pebble.,1,0.5
Male seahorses are the ones who get pregnant and give birth.,1,1
Lobsters mate by transferring sperm from the male to the female with a median appendage.,1,0.5
Male bowling alley employees are required by law to wear shoes with a heel.,0,1
Male giraffes sometimes headbutt each other in competition for mates.,1,1
The testicles are the male reproductive organs where sperm are produced.,1,1
"Some species of animals have sex for pleasure, not just reproduction.",1,1
Male opera singers are usually castrati.,0,1
Male seahorses carry the eggs of the young until birth.,1,1
Male koalas have two-pronged Penises.,1,0.5
Male kittens are normally born operationally polygamous.,0,0.5
Clownfish are born male and can turn into females.,1,1
"Dogs are polygynous, meaning one male will mate with multiple females.",0,0.5
There is a species of triplefin fish in New Zealand whose males get pregnant and bear live young.,1,0.5
Male seahorses give birth.,1,1
A mule is the offspring of a male donkey and a female horse.,1,1
Gekkonid lizards use tongue size as a tool for mate selection.,1,1
Males of a species of marsupial have bifurcated penises.,1,0.5
"Methandienone share a chemical structure with the male sex hormone, testosterone.",1,1
Some species of maturing male of certain Arctic beluga whale populations turn all-white.,1,1
Male Hydra can turn into female Hydra and female Hydra can turn into male Hydra.,1,0.5
Men let other men pee on pineapples for good luck.,0,0.5
Cockroaches mate belly to belly.,0,0.5
"Male seahorses, not females, give birth to and care for the young.",1,1
Male peacocks use peahen calls and movements to attract mates.,1,1
Male Robin’s sing nearly constantly during springtime in order to attract mates.,1,1
Male flamingos can incubate and care for flamingo chicks.,1,1
Jellyfish can sexually reproduce both ways - with eggs and sperm or by cloning themselves.,1,0.5
"Testosterone is produced in men by many body tissues, including the testes.",0,1
Leopard slugs mate by transferring packets of sperm to each other through slimy tubes.,1,1
Male seahorses are the ones who give birth to baby seahorses.,1,1
Male seahorses are the ones who bear offspring.,1,1
"On average, a mosquito prefers mothers to men by a factor of two.",0,0.5
Male seahorses carry the eggs of the fry until ready to be born.,1,1
Silk was invented in China.,1,1
"Encore means ""to do again"", or ""again and again"" in French.",1,1
Lady Liberty was a gift from France to America.,1,1
Jesus Christ was born in a small village in a stable.,1,1
The Panama Canal is a man-made waterway located in the country of Panama.,1,1
"The United States continent was named after Amerigo Vespsucci, an Italian merchant and explorer.",1,1
The Mona Lisa is a painting by Italian artist Leonardo da Vinci.,1,1
An autobiography is a person's story of THEIR own life.,1,1
The Statue of Liberty is a gift from the people of France to the American people.,1,1
Jacques-Yves Cousteau was a famous French oceanographer.,1,1
"Tom Hanks is the voice of Sheriff Woody in the ""Toy Story"" franchise.",1,1
Shark populations around the world are in decline due to overfishing and finning.,1,1
The Qu'ran is the holy book of the Muslim faith.,1,1
Prince Harry and Prince William are second cousins.,0,1
Earwax is actually good for the ears.,1,1
Serial killers often have a victim type.,1,1
Leonardo da Vinci was born in the country of Italy.,1,1
The Statue of Liberty was built in Paris and gifted to America by the people of France.,1,1
Some countries in Africa have the death penalty for homosexuality.,1,1
"In some cults, members are encouraged to believe crazy things so the cult leaders can control THEM.",1,1
The teacher in Frozen was originally meant to be a dope dealer.,0,1
Bourbon was created by accident.,1,0.5
Solar eclipses used to be feared because people thought the sky was falling.,1,1
"People have actually been convicted of ""stealing"" music online.",1,1
Serial killers often keep souvenirs from each of the people who killed.,1,1
Cephalopods are hashtag obsession.,0,0.5
GameStop is now covering cyberbullying expenses for gamers who are harassed online.,0,1
Many African tribes believe in ghosts and have rituals to ward off evil spirits.,1,1
A Baboon was once tried and convicted for indecent exposure in South Africa.,1,0.5
Narwhals have been hunted for centuries for allegedly magical properties of the tusk.,1,1
"In some remote villages of Ghana, there is a belief amongst the villagers about a curse.",1,1
Zebra mussels are an invasive species in parts of the United States.,1,1
Egyptian gods were represented by animals.,1,1
Abolitionism is a movement to end slavery.,1,1
Kites were used in wars to deliver messages and bombs.,1,1
Orangutans have opposable thumbs on both hands and feet.,1,1
Koalas have fingerprints just like humans.,1,1
The Mohs Scale is a measure of the hardness of materials.,1,1
There are bones in the human body.,1,1
Cardboard can actually be used as ammo for shotguns.,1,0.5
Some tadpoles are born with teeth.,0,1
Chimpanzees have been known to use rocks and branches as tools.,1,1
Wooden teeth were once a thing.,1,1
"George Washington's teeth were actually made of ivory from walrus, human and horse teeth.",1,1
A baby beaver's teeth are different from an adult's.,1,0.5
Some people actually used to think owls were evil.,1,0.5
Stegosaurus had plates along its back and spikes on its tail.,1,1
Gorillas have been known to use sign language to communicate with humans.,1,1
The electrical grid in the United States is vulnerable to cascading failures.,1,1
Gorillas have unique fingerprints just like humans.,1,1
Some species of animals have more than one set of teeth in a lifetime.,1,1
The footprints of a Tyrannosaurus rex are about the same size as an adult human's hands.,1,0.5
Mount Rushmore has been attacked by protesters painting “Black Lives Matter” on the monument.,1,0.5
George Washington had dental problems and wore dentures made of wood.,1,1
George Washington had wooden teeth.,1,0.5
There are bones in the human ear.,1,1
"Hair is made of keratin, which is also found in fingernails and toenails.",1,1
Chuck Norris can speak Navajo.,1,1
One time a hammer was used in surgeries.,1,1
Some people can wiggle the bones in the middle of each ear.,1,1
"Roman roads were commonly paved with stone, and the stone used was frequently a type of limestone.",1,1
Narwhals have backwards-sloping tusk.,0,1
Owl pellets typically contain the bones of small mammals and insects.,1,1
George Washington wore dentures would could have contained human teeth.,1,0.5
George Washington had teeth made from human and cow teeth.,1,1
"George Washington had 0 teeth made of ivory, brass, human and cow's teeth.",1,1
Social media creates intellectual echo chambers and breaks down civil political discourse.,1,1
Many inuit tribes use hollow bones as boats.,1,0.5
Koalas have fingerprints just like human beings.,1,1
Ancient Egyptian gods are often depicted with the head of an animal.,1,1
An armadillo is a burrowing mammal with a bony armoured shell.,1,1
Some devil worshipers believe Bob Dylan is actually Lucifer.,1,0.5
Stegosaurus had a second brain in its hips.,0,0.5
George Washington reportedly had dentures made from human teeth.,1,1
Some Indians worsip oxen.,1,1
Every lemur has a different and unique fingerprint.,1,0.5
George Washington had 0 teeth made from human teeth.,1,1
The stegosaurus had two sets of brains.,0,0.5
A mechanical pencil is also called a propelling or autopoint pencil.,1,0.5
"Hair is made of keratin, which is also found in nails and skin.",1,1
Bones of people have been found in mammoths.,1,1
"When a hippopotamus opens its mouth, more than its teeth are revealed.",1,0.5
The quill of a porcupine can pierce through flesh andembed into bone.,1,1
The term “hacker” originally referred to someone who made furniture with an axe.,0,0.5
Gef the talking mongoose was supposedly a real animal.,0,0.5
"A crowbar is also called a jimbar, jimcrow, or spanner.",1,1
Ojibwa Indians were also known as Chippewa.,1,1
Houses in some parts of the world are made out of whale bones.,1,0.5
Nick Offerman is actually a preforming woodworker.,1,1
Many ocean animals have skeletons made of a soft material called cartilage.,1,1
Ostriches share many physical characteristics with dinosaurs.,1,1
George Washington's teeth were made of human and animal teeth.,1,1
The body of a human has enough iron in its bones to make a three-inch nail.,1,1
The sound of a particular bone snapping is unique to each person.,1,0.5
A jaguar's spots are similar to a human's fingerprints.,1,0.5
"George Washington had 0 teeth made of ivory, brass wires, and human teeth.",1,1
Stegosaurus has plates on its back instead of t-bones like most dinosaurs.,1,1
The body contains enough iron to make a medium-sized nail.,1,1
"The stapes, incud, and malleol are tiny bones found in the ear.",1,0.5
Fact: The neck is the part of the human body where the head meets the torso.,1,1
The organic matter in troll and ghoul anatomy can emit faint radioactivity.,0,0.5
There are Tyrannosaurus Rex teeth the size of a human hand.,1,1
Oranges are not Naturally Orange.,0,1
A baby tooth has a pulpy nerve center known as the dentin.,1,1
Rabbits did not originally come from North America.,1,0.5
The origin of the word 'nerd' is unknown.,0,0.5
"Oranges are not naturally occurring, but are the result of human intervention.",0,1
Sweat is not actually composed of water.,0,1
Lightning doesn't strike in the same place twice.,0,1
The colour pink does not officially exist.,0,1
"Zebra stripes are not randomly distributed, but are interconnected.",1,0.5
Zebras are not white with black stripes.,0,1
Population density doesn't necessarily correlate with land mass.,1,1
Not all swans are white.,1,1
"Due to changes in the Earth's axial tilt, the North Star will not always be Polaris.",1,1
The speed at which light travels is not constant.,0,1
"Black and white are not actually colors, but achromatic colors.",1,1
White tigers are not naturally found in the wild.,0,1
Not all camels HAVE humps.,1,1
Correlation does not necessarily imply causation.,1,1
A labradoodle is not a purebred dog.,1,1
Oranges are not really oranges.,0,1
Crickets are a good luck charm in some cultures.,1,1
Sour worms are not actually worms.,1,1
Gemstones occur naturally and have been used as decorative items since ancient times.,1,1
One of the biggest factors in harnessing nuclear power is keeping everything cool.,1,1
GeneralKnowledge is a broad topic encompassing many different areas of knowledge.,1,1
Libraries are important sources of information.,1,1
